#,Name,Description,Animation{Start},Animation{End},Icon,ClassJob,ClassJobCategory,ClassJobLevel,QuestRequirement,Specialist,,Cost,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL
100126,"Byregots Schwung","Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100127,"Byregots Schwung","Die Qualität wird erhöht.
Effizienz: 150 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
10, wobei Innere Ruhe durch dieses Kommando beendet wird)
Erfolgswahrscheinlichkeit: 70 %
Wenn Spezialist: 100 %",240,247,1958,-1,0,1,0,False,0,0,100120,100121,100122,100123,100124,100125,100126,100127
100128,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.",240,247,1524,8,9,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100129,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.",240,247,1574,9,10,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100130,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.",240,247,1625,10,11,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100131,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.",240,247,1676,11,12,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100132,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.",240,247,1724,12,13,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100133,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.",240,247,1774,13,14,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100134,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.",240,247,1825,14,15,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100135,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit. Erhöht die Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> um 1 (max. 10).
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn der Materialzustand mindestens <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Gut<UIGlow>01</UIGlow><UIForeground>01</UIForeground> ist.",240,247,1875,15,16,53,0,False,0,18,100128,100129,100130,100131,100132,100133,100134,100135
100136,"Motorisches Gedächtnis","Die Arbeit schreitet um etwa ein Drittel des Gesamt-Fortschritts fort, dafür sinkt die Belastbarkeit (Maximum: 1000).
Erfolgswahrscheinlichkeit: 100 %
Nur beim <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>ersten Arbeitsschritt<UIGlow>01</UIGlow><UIForeground>01</UIForeground> einsetzbar.",239,246,1876,-1,0,1,0,False,0,0,100136,100136,100136,100136,100136,100136,100136,100136
100137,"Innovative Veredelung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innovation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100138,"Innovative Veredelung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innovation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100139,"Innovative Veredelung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innovation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100140,"Innovative Veredelung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innovation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100141,"Innovative Veredelung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innovation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100142,"Innovative Veredelung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innovation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100143,"Innovative Veredelung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innovation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100144,"Innovative Veredelung","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innovation<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",240,247,1959,-1,0,1,0,False,0,0,100137,100138,100139,100140,100141,100142,100143,100144
100145,"Byregots Wunder","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70<Indent/>%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100146,"Byregots Wunder","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70<Indent/>%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100147,"Byregots Wunder","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70<Indent/>%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100148,"Byregots Wunder","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70<Indent/>%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100149,"Byregots Wunder","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70<Indent/>%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100150,"Byregots Wunder","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70<Indent/>%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100151,"Byregots Wunder","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70<Indent/>%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100152,"Byregots Wunder","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70<Indent/>%",240,247,1960,-1,0,1,0,False,0,0,100145,100146,100147,100148,100149,100150,100151,100152
100153,"Nymeias Rad","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Entsprechend der Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird ein Teil der Belastbarkeit des Materials wieder<SoftHyphen/>her<SoftHyphen/>gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100<Indent/>%",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100154,"Nymeias Rad","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Entsprechend der Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird ein Teil der Belastbarkeit des Materials wieder<SoftHyphen/>her<SoftHyphen/>gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100<Indent/>%",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100155,"Nymeias Rad","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Entsprechend der Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird ein Teil der Belastbarkeit des Materials wieder<SoftHyphen/>her<SoftHyphen/>gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100<Indent/>%",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100156,"Nymeias Rad","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Entsprechend der Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird ein Teil der Belastbarkeit des Materials wieder<SoftHyphen/>her<SoftHyphen/>gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100<Indent/>%",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100157,"Nymeias Rad","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Entsprechend der Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird ein Teil der Belastbarkeit des Materials wieder<SoftHyphen/>her<SoftHyphen/>gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100<Indent/>%",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100158,"Nymeias Rad","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Entsprechend der Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird ein Teil der Belastbarkeit des Materials wieder<SoftHyphen/>her<SoftHyphen/>gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100<Indent/>%",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100159,"Nymeias Rad","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Entsprechend der Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird ein Teil der Belastbarkeit des Materials wieder<SoftHyphen/>her<SoftHyphen/>gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100<Indent/>%",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100160,"Nymeias Rad","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Entsprechend der Stapelzahl von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> wird ein Teil der Belastbarkeit des Materials wieder<SoftHyphen/>her<SoftHyphen/>gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100<Indent/>%",242,249,1963,-1,0,1,0,False,0,0,100153,100154,100155,100156,100157,100158,100159,100160
100161,"Geübte Hand","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur einsetzbar, wenn die Stapelzahlen von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>und<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>gleich<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sind.",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100162,"Geübte Hand","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur einsetzbar, wenn die Stapelzahlen von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>und<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>gleich<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sind.",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
100163,"Geübte Hand","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Spezialistenkommando<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100<Indent/>%
Nur einsetzbar, wenn die Stapelzahlen von <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Innere Ruhe<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>und<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Trällern<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>gleich<UIGlow>01</UIGlow><UIForeground>01</UIForeground> sind.",239,246,1964,-1,0,1,0,False,0,0,100161,100162,100163,100164,100165,100166,100167,100168
